Title,Artist 1,Artist 2,Artist 3,Artist 4,Artist 5
Penny Arcade: The Card Game,Jerry Holkins,Mike Krahulik,N/A,N/A,N/A
Brilliant Lances,Rob Caswell,Robert Lazzaretti,Kirk Wescom,N/A,N/A
Bärenspiel,Barbara Bös,Johann Rüttinger,N/A,N/A,N/A
Tabu Body Talk,N/A,N/A,N/A,N/A,N/A
Mine!,Wallace Nicoll,N/A,N/A,N/A,N/A
Thumbs Up!,Stéphane Escapa,N/A,N/A,N/A,N/A
Diabolo,Bluguy,Jürgen Martens,Anke Pohl,Thilo Rick,N/A
Holiday,N/A,N/A,N/A,N/A,N/A
Octrix,(Uncredited),N/A,N/A,N/A,N/A
Hijara,Martin H. Samuel,N/A,N/A,N/A,N/A
Top-A-Top,Szwedzki,N/A,N/A,N/A,N/A
Katego,N/A,N/A,N/A,N/A,N/A
Frankenstein,Hans-Jörg Brehm,N/A,N/A,N/A,N/A
Texas Zombies,Stéphane Gantiez,Ian Parovel,N/A,N/A,N/A
Sucking Vacuum,Marc Davis,Alvin Helms,N/A,N/A,N/A
Konito?,Igor Polouchine,N/A,N/A,N/A,N/A
Who's the Dude?,N/A,N/A,N/A,N/A,N/A
Take the Cake,Russell Benfanti,N/A,N/A,N/A,N/A
MindMaze: Verzwickte Rätsel – Kriminalfälle,Anastasia Mazeina,Artem Pupov,N/A,N/A,N/A
Escape from Altassar,N/A,N/A,N/A,N/A,N/A
Goofy Golf Machine,N/A,N/A,N/A,N/A,N/A
ButaBabel,ことり寧子 (Kotori Neiko),N/A,N/A,N/A,N/A
Tops,Walter Pepperle,N/A,N/A,N/A,N/A
In10sity,Damon S. Brown,Allison Kline,N/A,N/A,N/A
Rubout,N/A,N/A,N/A,N/A,N/A
Piraci: Córka Gubernatora,Agnieszka Bala,Jakub Jabłoński,Tomasz Tworek,N/A,N/A
Amazing Space Venture,N/A,N/A,N/A,N/A,N/A
Trash War,James J. Krause,N/A,N/A,N/A,N/A
Programmer's Nightmare,N/A,N/A,N/A,N/A,N/A
War of the States: Chickamauga & Chattanooga,N/A,N/A,N/A,N/A,N/A
Convocados,Renato Silva Sasdelli,N/A,N/A,N/A,N/A
Shark Alarm!!!,Johann Rüttinger,Rolf Vogt,N/A,N/A,N/A
Battle of the Halji,Shiva Webb,N/A,N/A,N/A,N/A
Scrooge: The Board Game,Marcin Warzecha,N/A,N/A,N/A,N/A
Guardians of Graxia,Kerem Beyit,Gary Cox,Lynne Gura,N/A,N/A
The Roaring 20's,N/A,N/A,N/A,N/A,N/A
The Really Nasty Motor Racing Game,N/A,N/A,N/A,N/A,N/A
Yin Yang,N/A,N/A,N/A,N/A,N/A
Rotundo,Christoph Clasen,N/A,N/A,N/A,N/A
Junior Stratego,(Uncredited),N/A,N/A,N/A,N/A
Diabolo,Michael Schacht,N/A,N/A,N/A,N/A
Pirates: The Great Chase,Gorobeï,N/A,N/A,N/A,N/A
Trivial Pursuit: Marvel Cinematic Universe – Data_Archive: Volume_1,N/A,N/A,N/A,N/A,N/A
The First Tsar: Ivan the Terrible,Oleg Yurkov,N/A,N/A,N/A,N/A
Kombat Kittens,Brad MacDonald,Daehan Stevenson,Laura Zheng,N/A,N/A
War Law,Terry Amthor,Jonathan Hart Eddy,Angus McBride,Jeremy Raben,N/A
Tank Commander: The Eastern Front,Beth Queman,N/A,N/A,N/A,N/A
Smash City,Matt Frank,Edgar Vega,N/A,N/A,N/A
Rolf,N/A,N/A,N/A,N/A,N/A
Thrown,Brian Lee (II),Octographics,N/A,N/A,N/A
WobBally,N/A,N/A,N/A,N/A,N/A
Quizduell: Das Spiel,N/A,N/A,N/A,N/A,N/A
Campaigns of Napoleon,N/A,N/A,N/A,N/A,N/A
GRO: Battle for the Petri Dish,Matthias Catrein,N/A,N/A,N/A,N/A
"Sweet Honey, Bee Mine!",Satoshi Jimbo（神保賢志）,N/A,N/A,N/A,N/A
Cranium Junior,N/A,N/A,N/A,N/A,N/A
Mucho Macho,Andrea Guerrieri,N/A,N/A,N/A,N/A
Dracula's Revenge,N/A,N/A,N/A,N/A,N/A
Baha,N/A,N/A,N/A,N/A,N/A
Broomsticks and Backflips,Anne Pätzke,Rolf Vogt,N/A,N/A,N/A
Spy vs Spy,Antonio Prohias,N/A,N/A,N/A,N/A
Moctezuma,Álex Gallego,N/A,N/A,N/A,N/A
Grande y Peludo,N/A,N/A,N/A,N/A,N/A
The Hobbit: An Unexpected Journey – Das Kartenspiel,N/A,N/A,N/A,N/A,N/A
Kismet,Design Edge,N/A,N/A,N/A,N/A
Gemischtes Doppel,Mirko Borsche,N/A,N/A,N/A,N/A
Corrupted Kingdoms,Nate Lovett,N/A,N/A,N/A,N/A
Struggle For The Throne: Star Trek III,N/A,N/A,N/A,N/A,N/A
Leaps and Ledges,N/A,N/A,N/A,N/A,N/A
"Dice 10,000",N/A,N/A,N/A,N/A,N/A
Muses,Brett J. Gilbert,N/A,N/A,N/A,N/A
Animal Express,N/A,N/A,N/A,N/A,N/A
Senator,Anders Finér,Ted Galaday,Scott Keating,N/A,N/A
Super 3,N/A,N/A,N/A,N/A,N/A
Honfoglaló,N/A,N/A,N/A,N/A,N/A
Pennant Race,N/A,N/A,N/A,N/A,N/A
Maccabees,Cliff Cramp,N/A,N/A,N/A,N/A
Espada Negra: Juego de Mesa – Edición Dormenia,N/A,N/A,N/A,N/A,N/A
Bim Bamm!,Johann Rüttinger,Rolf Vogt,N/A,N/A,N/A
Pain Doctors: The Game of Recreational Surgery,Alan M. Clark,N/A,N/A,N/A,N/A
Super Showdown,N/A,N/A,N/A,N/A,N/A
Tobrouk 1941-1942,Didier Bourgeois,Christophe Camilotte,N/A,N/A,N/A
Scorpion,Cathy Simpson,N/A,N/A,N/A,N/A
13 Chefs,N/A,N/A,N/A,N/A,N/A
Dead Stop!,N/A,N/A,N/A,N/A,N/A
Groovy Pips,Johann Rüttinger,N/A,N/A,N/A,N/A
Casbah,David Cochard,N/A,N/A,N/A,N/A
Ponder,N/A,N/A,N/A,N/A,N/A
SS Panzer: Bloodbath at Kursk,N/A,N/A,N/A,N/A,N/A
Logger,N/A,N/A,N/A,N/A,N/A
Marshals,Matias Cazorla,N/A,N/A,N/A,N/A
Lunar Command,N/A,N/A,N/A,N/A,N/A
Annapurna,Rebecca Horovitz,N/A,N/A,N/A,N/A
Lost Galaxy: The Intergalactic Card Game,Reinhard Kern,N/A,N/A,N/A,N/A
Battle-Cry,James Walker,N/A,N/A,N/A,N/A
Gangster II: Le Pro,N/A,N/A,N/A,N/A,N/A
Santa Banter,N/A,N/A,N/A,N/A,N/A
Oh Sh*t!,Aurore Valery,N/A,N/A,N/A,N/A
Unlocking Insanity: Dice Vermiis Mysteriis,Alyssa McCarthy,N/A,N/A,N/A,N/A
High School Drama: Varsity Edition,N/A,N/A,N/A,N/A,N/A
The Presidential,N/A,N/A,N/A,N/A,N/A
Top Trumps Tournament,N/A,N/A,N/A,N/A,N/A
Si j'étais Président...,Martin Vidberg,N/A,N/A,N/A,N/A
Grunwald 1410,N/A,N/A,N/A,N/A,N/A
Bitwy II wojny światowej,Zbigniew Kasprzak,Arkadiusz Wróbel,N/A,N/A,N/A
G.Nome,Andrew Higgins,N/A,N/A,N/A,N/A
Nomadi,Peter Goodfellow,Reinhold Wittig,N/A,N/A,N/A
Alcatraz,N/A,N/A,N/A,N/A,N/A
The Isle of Pan,Camille Chaussy,N/A,N/A,N/A,N/A
Seega,Jon Hather,N/A,N/A,N/A,N/A
Lucha Jefe,Andre Garcia,N/A,N/A,N/A,N/A
LEGO Champion,N/A,N/A,N/A,N/A,N/A
Monopoly: My Disney Villains,N/A,N/A,N/A,N/A,N/A
Il pranzo è servito,N/A,N/A,N/A,N/A,N/A
Monsters of the Midway,N/A,N/A,N/A,N/A,N/A
Code Monkey Island,N/A,N/A,N/A,N/A,N/A
Tetra Tower,N/A,N/A,N/A,N/A,N/A
Rycerze i Zamki,Maciej Szymanowicz,N/A,N/A,N/A,N/A
Bookchase,N/A,N/A,N/A,N/A,N/A
Saratoga: 1777 – Burgoyne vs Gates,Al Zygier,N/A,N/A,N/A,N/A
Clash of Steel,Margaret Bond,Howard Bond,Jan French Johns,Rob Sexton,N/A
R.OC,Christophe  Gautier,N/A,N/A,N/A,N/A
Babylon,Stéphanie Czinober,N/A,N/A,N/A,N/A
The Touch,N/A,N/A,N/A,N/A,N/A
Raiding Parties: Golden Age of Piracy,Don Maitz,N/A,N/A,N/A,N/A
Pancake Pile-Up,N/A,N/A,N/A,N/A,N/A
Neko-in,Guido Favaro,N/A,N/A,N/A,N/A
"Run Animals, Run!",Yan Shi Ji,N/A,N/A,N/A,N/A
Remmi Demmi,Franz Vohwinkel,N/A,N/A,N/A,N/A
UNO: Pokémon,N/A,N/A,N/A,N/A,N/A
Wo war's?,Michael Menzel,N/A,N/A,N/A,N/A
Monopoly for Sore Losers,N/A,N/A,N/A,N/A,N/A
Catch Phrase,N/A,N/A,N/A,N/A,N/A
Qubix,N/A,N/A,N/A,N/A,N/A
Bigfoot,Brett Brooks (II),N/A,N/A,N/A,N/A
Troll Hunt,Jouni Hakalahti,Katri Vainiomäki,N/A,N/A,N/A
Crazy Bugs,N/A,N/A,N/A,N/A,N/A
Europe at War,Frank W. Zenau,N/A,N/A,N/A,N/A
I Can't Even With These Monsters,Andrew Bates,N/A,N/A,N/A,N/A
Get Out,N/A,N/A,N/A,N/A,N/A
Race to Riches,N/A,N/A,N/A,N/A,N/A
Go For The Green,N/A,N/A,N/A,N/A,N/A
Conspiracy Theory,N/A,N/A,N/A,N/A,N/A
Globalization,Brent Knudson,N/A,N/A,N/A,N/A
卑怯なコウモリ (Cowardly Bat),Jun Sasaki,N/A,N/A,N/A,N/A
Mad Dash!,N/A,N/A,N/A,N/A,N/A
Crisis: 2000,Jon Compton,N/A,N/A,N/A,N/A
Die kleinen Drachenritter,Antje Flad,N/A,N/A,N/A,N/A
Irresponsibility: The Mr Toast Card Game,Dan Goodsell,N/A,N/A,N/A,N/A
Thirty-One,N/A,N/A,N/A,N/A,N/A
Sergeant Major,N/A,N/A,N/A,N/A,N/A
Timestreams: Deck 1 – Stone Age vs. Future Tech,N/A,N/A,N/A,N/A,N/A
North Sea Oil,N/A,N/A,N/A,N/A,N/A
Selfish: Star Wars Edition,N/A,N/A,N/A,N/A,N/A
Basta!,N/A,N/A,N/A,N/A,N/A
Mobscenity,N/A,N/A,N/A,N/A,N/A
Maailmatrivia,N/A,N/A,N/A,N/A,N/A
007 James Bond: The Man with the Golden Gun,N/A,N/A,N/A,N/A,N/A
Domo Caption This! Game,N/A,N/A,N/A,N/A,N/A
Villainy: The Supervillainous Card Game,N/A,N/A,N/A,N/A,N/A
Top Trumps Match,N/A,N/A,N/A,N/A,N/A
Pit Fighter: Fantasy Arena,R. Wayt Smith,N/A,N/A,N/A,N/A
Arabella,N/A,N/A,N/A,N/A,N/A
Eurooppa Tietopeli,(Uncredited),N/A,N/A,N/A,N/A
Highlander: The Duel,André Siregar,N/A,N/A,N/A,N/A
Mercury/Market Garden,Brandon Pennington,N/A,N/A,N/A,N/A
Banzai!,Franck Drevon,N/A,N/A,N/A,N/A
Gangland!,Richard W. Bennett,N/A,N/A,N/A,N/A
Wie Hund und Katz!,Franz Vohwinkel,N/A,N/A,N/A,N/A
J'te Gage Que... 2,Olivier Fagnère,N/A,N/A,N/A,N/A
Azteka,Sabine Kondirolli,N/A,N/A,N/A,N/A
Won Over,(Uncredited),N/A,N/A,N/A,N/A
Tracks to Telluride,N/A,N/A,N/A,N/A,N/A
Demons: The Game of Evil Spirts,Howard Chaykin,Redmond A. Simonsen,N/A,N/A,N/A
Pipolo,N/A,N/A,N/A,N/A,N/A
Escape from New York,Jeff Dee,Dave LaForce,Erol Otus,Jim Roslof,Bill Willingham
Sahara,N/A,N/A,N/A,N/A,N/A
Fast Lane,Gianluca Panniello,N/A,N/A,N/A,N/A
Intime Conviction n°1: L'Affaire des Poissons de Chine,Raphaël Vanleemputten,N/A,N/A,N/A,N/A
Football Champions,N/A,N/A,N/A,N/A,N/A
Trivial Pursuit: 2000s,(Uncredited),N/A,N/A,N/A,N/A
Tempus Draconis,N/A,N/A,N/A,N/A,N/A
80's 90's Trivia Game,N/A,N/A,N/A,N/A,N/A
Terra Evolution: Tree of Life,Charles R. Knight,Esa Wiik,N/A,N/A,N/A
AZ Kviz,N/A,N/A,N/A,N/A,N/A
Life Style,Thomas di Paolo,N/A,N/A,N/A,N/A
Anxiety Attack!,Nick Seluk,N/A,N/A,N/A,N/A
Table Soccer,N/A,N/A,N/A,N/A,N/A
Locos Crononautas,Diego Nicolás Agustín,Diego Burdio,N/A,N/A,N/A
Die Schlangen von Delhi,Klaus Albrecht,N/A,N/A,N/A,N/A
Lankhmar,"David C. Sutherland, III",N/A,N/A,N/A,N/A
1000 Bornes sur un Plateau,N/A,N/A,N/A,N/A,N/A
Raise the Roof,Al Huebner,N/A,N/A,N/A,N/A
Athos,Franz Vohwinkel,N/A,N/A,N/A,N/A
Not My Fault!,N/A,N/A,N/A,N/A,N/A
Hindenburg's Hour: The Tannenberg Campaign 1914,Evelyn Düll,N/A,N/A,N/A,N/A
Kesselschlacht: Ukraine Spring 1944,Craig Grando,N/A,N/A,N/A,N/A
Panda Head,N/A,N/A,N/A,N/A,N/A
Legie,Tomáš Kučerovský,Daniel Pienčák,N/A,N/A,N/A
Pitch Fleet,Bingtai Jiang,Tu Peishu,N/A,N/A,N/A
Kakuro Challenge,N/A,N/A,N/A,N/A,N/A
Words with Friends,N/A,N/A,N/A,N/A,N/A
Viewpoint,Anthony Condos,N/A,N/A,N/A,N/A
C&O/B&O,(Uncredited),N/A,N/A,N/A,N/A
Meteo,N/A,N/A,N/A,N/A,N/A
Taverne de la Licorne,Didier Balicevic,N/A,N/A,N/A,N/A
3 Things,N/A,N/A,N/A,N/A,N/A
Caramba!,Hans-Jörg Brehm,Olivier Frot,N/A,N/A,N/A
Poo Poo Pets,Anne Pätzke,N/A,N/A,N/A,N/A
Zombeasts,Oliver Freudenreich,Sandra Freudenreich,N/A,N/A,N/A
Der Herr der Ringe: Die Rückkehr des Königs,Bernd Wagenfeld,N/A,N/A,N/A,N/A
Control-Alt-Hack,N/A,N/A,N/A,N/A,N/A
Sky Runner,Franz Vohwinkel,N/A,N/A,N/A,N/A
Cups,N/A,N/A,N/A,N/A,N/A
Killer Angels,Larry Catalano,Ray Sternbergh,N/A,N/A,N/A
Treasures and Trapdoors,N/A,N/A,N/A,N/A,N/A
Evil Corp,Michał Ozorowski,N/A,N/A,N/A,N/A
Ichigorilla,N/A,N/A,N/A,N/A,N/A
Seven!,N/A,N/A,N/A,N/A,N/A
KRASH!,N/A,N/A,N/A,N/A,N/A
"Rette sich, wer kann!",R. Albrecht,Peyo,N/A,N/A,N/A
Gateway to the Stars,N/A,N/A,N/A,N/A,N/A
ASAP,N/A,N/A,N/A,N/A,N/A
Moto GP,Bascu,Antonio Catalán,Pedro Soto,N/A,N/A
Les Cabanes de M'sieur Robinson,N/A,N/A,N/A,N/A,N/A
Existenz: On the Ruins of Chaos,Peter Coolen,Erik de Brouwer,N/A,N/A,N/A
Tambuzi ... den Letzten trifft der Blitz!,Michael Menzel,N/A,N/A,N/A,N/A
Cloud Mine,Alan D'Amico,N/A,N/A,N/A,N/A
Ringside,Dennis Kauth,N/A,N/A,N/A,N/A
The Baton Races of Yaz,Dennis Kauth,N/A,N/A,N/A,N/A
Math Dice Jr.,N/A,N/A,N/A,N/A,N/A
"Right Turn, Left Turn",Oliver Freudenreich,N/A,N/A,N/A,N/A
Grand Tribunal,Alexander Bradley,Michelle Nephew,N/A,N/A,N/A
Monopoly: Rick and Morty,N/A,N/A,N/A,N/A,N/A
Tumba,N/A,N/A,N/A,N/A,N/A
Do Eat!,Hami,N/A,N/A,N/A,N/A
Mömmen,Uschi Heusel,N/A,N/A,N/A,N/A
Xochintlan,N/A,N/A,N/A,N/A,N/A
Czółko,N/A,N/A,N/A,N/A,N/A
Aquarium,Atha Kanaani,Steven Kees,N/A,N/A,N/A
Four Twenty-one,N/A,N/A,N/A,N/A,N/A
Dead Cat: A Quantum Physics Card Game,Elisa Raciti,N/A,N/A,N/A,N/A
Quest of the Magic Ring,N/A,N/A,N/A,N/A,N/A
Tashkent Domino,N/A,N/A,N/A,N/A,N/A
Eternas,Mark Fuchs,N/A,N/A,N/A,N/A
Exploration,N/A,N/A,N/A,N/A,N/A
Mob City,N/A,N/A,N/A,N/A,N/A
Nova Cry,Bryce Cook,N/A,N/A,N/A,N/A
Tricky Druids,Chris Seaman,N/A,N/A,N/A,N/A
Scene It? Marvel Deluxe,N/A,N/A,N/A,N/A,N/A
The Cats of Ulthar Card Game,Dave Youkovich,N/A,N/A,N/A,N/A
Mansplaining,N/A,N/A,N/A,N/A,N/A
Slap .45 Mini,Kellan Jett,N/A,N/A,N/A,N/A
Monopoly: The Big Bang Theory,(Uncredited),N/A,N/A,N/A,N/A
Ravnica: Inquisition,N/A,N/A,N/A,N/A,N/A
Wild West Express,N/A,N/A,N/A,N/A,N/A
Kalle Kanalratte,Michael Menzel,N/A,N/A,N/A,N/A
Viaduct,(Uncredited),N/A,N/A,N/A,N/A
King Arthur: The Battle of Stonehenge 536,Redmond A. Simonsen,N/A,N/A,N/A,N/A
Letres,N/A,N/A,N/A,N/A,N/A
Archie Bunker's Card Game,N/A,N/A,N/A,N/A,N/A
Precious Cargo,Steven Strumpf,N/A,N/A,N/A,N/A
The Diamond Swap,Jun Sasaki,N/A,N/A,N/A,N/A
En la mente de Sherlock,Pablo Tomás,N/A,N/A,N/A,N/A
Hopple-Popple,Franz Vohwinkel,N/A,N/A,N/A,N/A
Allie Gator,Folko Streese,N/A,N/A,N/A,N/A
Hepta,N/A,N/A,N/A,N/A,N/A
Project KGB: The Double Agent,N/A,N/A,N/A,N/A,N/A
Battaglia Navale,N/A,N/A,N/A,N/A,N/A
Dragi Drache,Dynamo Limited,Kinetic,N/A,N/A,N/A
Trusis,N/A,N/A,N/A,N/A,N/A
Kids On Stage,Cher Cultrona,N/A,N/A,N/A,N/A
Robotics,Michael Menzel,N/A,N/A,N/A,N/A
Foil,N/A,N/A,N/A,N/A,N/A
The Princess Bride: A Battle of Wits,Felicia Cano,N/A,N/A,N/A,N/A
Barking Up The Wrong Tree,Marco Primo,Elena Shluikova,N/A,N/A,N/A
Hip Hops: Brews of the World,N/A,N/A,N/A,N/A,N/A
Time War: A Game of Time Travel and Conflict,N/A,N/A,N/A,N/A,N/A
Kazink,N/A,N/A,N/A,N/A,N/A
Musketeers,N/A,N/A,N/A,N/A,N/A
Galapa Go,Alexander Jung,Tomasz Larek,Marie Leviel,Adam Turner,N/A
The Lord of the P.I.G.S.,N/A,N/A,N/A,N/A,N/A
Quizmysteriet,N/A,N/A,N/A,N/A,N/A
UNIMO,Max Grecke,N/A,N/A,N/A,N/A
Vittoria,Joy Cohn,Adolph Northen,Mark Simonitch,N/A,N/A
Caterpillar Dice,N/A,N/A,N/A,N/A,N/A
Der grosse Gallier,N/A,N/A,N/A,N/A,N/A
Polarity,N/A,N/A,N/A,N/A,N/A
The Dickens Game,N/A,N/A,N/A,N/A,N/A
Pictureka: Disney Edition,Glenn D'Hondt,Sylvia Meert,N/A,N/A,N/A
Bejeweled,N/A,N/A,N/A,N/A,N/A
"Surf's Up, Dude!",Jacob Walker,N/A,N/A,N/A,N/A
"Cthulhu!!!: Hastur La Vista, Baby!",Giorgio De Michele,N/A,N/A,N/A,N/A
The Winning Ticket,N/A,N/A,N/A,N/A,N/A
NCIS: The Board Game,N/A,N/A,N/A,N/A,N/A
Conquian,N/A,N/A,N/A,N/A,N/A
Spy Code: Break Free,N/A,N/A,N/A,N/A,N/A
Puls,N/A,N/A,N/A,N/A,N/A
Don't  Quote Me,N/A,N/A,N/A,N/A,N/A
"Perfidious Albion: Napoleon's (Hypothetical) Invasion of England, 1814",N/A,N/A,N/A,N/A,N/A
Spires of the Kremlin,N/A,N/A,N/A,N/A,N/A
Commander Chess,N/A,N/A,N/A,N/A,N/A
Pokémon TCG: Rumble,(Uncredited),N/A,N/A,N/A,N/A
Dice Stack,N/A,N/A,N/A,N/A,N/A
Music IQ,N/A,N/A,N/A,N/A,N/A
The Hollywood! Card Game,Daniele Bigliardo,Szucs Gregory,N/A,N/A,N/A
City Planner,Ilya Baranovsky,Kwanchai Moriya,N/A,N/A,N/A
Sudden Death!,N/A,N/A,N/A,N/A,N/A
Polygon,N/A,N/A,N/A,N/A,N/A
Ninja Burger,Greg Hyland,N/A,N/A,N/A,N/A
Game of Trolls,N/A,N/A,N/A,N/A,N/A
Mäuse Würfeln,Hans-Günther Döring,Thomas Weiss,N/A,N/A,N/A
Taxi,Jonathan Aucomte,Jean-Patrice Tremblay,N/A,N/A,N/A
up N dn,Franz-Josef Schulte,N/A,N/A,N/A,N/A
Domino Dice,N/A,N/A,N/A,N/A,N/A
Monsters' Tower,Valentina Moscon,N/A,N/A,N/A,N/A
UNO: Toy Story 3,N/A,N/A,N/A,N/A,N/A
Cube Checkers,(Uncredited),N/A,N/A,N/A,N/A
